EmpID,BusinessUnit,Education,FieldOfStudy,Gender,Age,ProximityToHome,Travel,JobGrade,JobRole,MaritalStatus,MonthlyPay,PreviousEmployers,SalaryIncrement,PerformanceRating,WorkingExperience,TrainingAttended,WorkLifeBalance,WithCompany,CurrentRole,LastPromoted,CurrentManager,SatisfactionCompany,SatisfactionRole,SatisfactionCoworkers,LeftCompany
1399,Business Development,2,Sciences,Female,47,4,Rare,2,Account Manager,Single,4163,1,10,3,9,0,3,9,0,0,7,4,4,3,No
1400,Product Development,4,Sciences,Female,31,1,Regular,3,Manufacturing Head,Single,7446,1,4,3,10,2,3,10,8,4,7,3,2,1,Yes
1401,Product Development,3,Business Tech,Female,30,2,Rare,2,Manufacturing Head,Single,6877,5,15,4,12,4,2,0,0,0,0,3,4,2,No
1402,Product Development,4,Sciences,Male,41,9,Rare,1,Technical Support,Married,2238,2,14,4,7,2,3,5,0,1,4,3,1,4,No
1403,Business Development,3,Business Tech,Male,28,5,Rare,2,Account Manager,Single,8463,0,11,3,6,4,3,5,4,1,3,4,1,4,No
1404,Product Development,2,Other,Female,24,11,None,2,Manufacturing Head,Divorced,4011,0,11,3,5,5,2,4,2,1,3,1,3,4,No
1405,Product Development,3,Engineering,Male,45,29,Rare,3,Manufacturing Head,Married,9380,4,11,3,10,4,4,3,1,1,2,2,4,4,No
1406,Business Development,3,Marketing,Male,37,2,Rare,2,Account Manager,Married,9602,4,4,3,17,3,2,3,0,1,0,4,3,3,No
1407,Product Development,4,Business Tech,Male,31,22,Rare,2,Manufacturing Head,Married,6179,1,8,3,10,3,2,10,2,6,7,4,3,4,Yes
1408,Product Development,3,Sciences,Male,29,7,Rare,1,Technical Support,Single,2062,3,7,3,11,2,3,3,2,1,2,4,1,2,No
1409,Product Development,2,Engineering,Male,56,7,Rare,1,Technical Support,Married,2339,8,4,3,14,4,1,10,9,9,8,4,3,4,Yes
1410,Business Development,3,Business Tech,Female,33,25,Regular,2,Account Manager,Married,4539,1,5,3,10,3,2,10,7,0,1,2,3,1,No
1411,Product Development,3,Sciences,Male,36,6,Rare,1,Technical Support,Married,3210,0,4,3,16,4,3,15,13,10,11,4,4,3,No
1412,Product Development,2,Business Tech,Male,31,29,Regular,1,Technical Support,Single,3479,0,4,3,6,2,4,5,4,1,4,3,2,2,Yes
1413,Business Development,4,Marketing,Female,31,29,Rare,2,Account Manager,Married,5468,1,7,3,13,3,3,12,7,5,7,1,4,1,No
1414,Product Development,4,Business Tech,Male,29,3,Rare,3,Product Head,Married,11935,1,11,3,10,2,3,10,2,0,7,2,3,3,No
1415,Business Development,1,Business Tech,Female,53,1,Rare,2,Account Manager,Single,8381,7,13,4,18,2,4,14,7,8,10,4,1,4,No
1416,Product Development,3,Business Tech,Male,47,25,Rare,3,Product Executive,Single,8633,2,15,4,25,3,3,17,14,12,11,1,3,2,No
1417,Business Development,3,Business Tech,Male,29,5,Rare,2,Account Manager,Divorced,4187,1,6,3,10,3,2,10,0,0,9,1,2,2,No
1418,Product Development,3,Business Tech,Male,24,24,Rare,1,Technical Support,Single,3597,8,15,4,6,2,3,4,3,1,2,4,2,4,No
1419,Product Development,2,Business Tech,Female,42,21,None,2,Manufacturing Head,Divorced,5265,2,9,3,11,5,3,5,3,0,2,3,3,2,No
1420,Business Development,4,Sciences,Female,40,2,Rare,5,Section Manager,Married,18041,0,7,3,21,2,3,20,15,1,12,3,3,4,No
1421,Product Development,3,Sciences,Female,36,2,Rare,1,Product Research ,Married,2543,4,6,3,6,3,3,2,2,2,2,4,3,2,No
1422,Product Development,3,Sciences,Male,30,1,Rare,1,Technical Support,Married,3833,3,14,4,7,2,3,2,2,0,2,4,3,3,No
1423,Business Development,3,Marketing,Female,27,10,Rare,2,Account Manager,Married,5769,1,4,3,6,3,3,6,2,4,4,4,4,4,No
1424,Product Development,4,Engineering,Male,40,20,Rare,3,Product Executive,Married,10322,4,13,4,14,6,3,11,10,11,1,1,4,4,No
1425,Product Development,1,Business Tech,Female,29,6,Rare,1,Technical Support,Married,3131,1,6,3,10,5,3,10,8,0,8,2,4,1,No
1426,Product Development,4,Business Tech,Male,34,2,Rare,1,Product Research ,Married,2932,0,7,3,6,3,3,5,0,1,2,4,4,1,No
1427,Product Development,4,Other,Male,35,14,Rare,1,Technical Support,Divorced,3743,1,15,4,5,2,1,4,2,0,2,3,2,4,Yes
1428,Business Development,3,Sciences,Male,38,3,Rare,3,Account Manager,Divorced,10609,0,5,3,17,6,2,16,10,5,13,1,3,3,No
1429,Product Development,3,Other,Female,36,1,Rare,2,Manufacturing Head,Married,5228,0,8,3,10,2,3,9,7,0,5,3,2,1,No
1430,Product Development,3,Sciences,Male,26,2,Regular,1,Product Research ,Married,2042,6,7,3,6,2,3,3,2,1,2,1,1,2,Yes
1431,Product Development,2,Sciences,Female,56,1,Rare,1,Product Research ,Married,2066,2,15,4,5,3,4,3,2,1,0,1,1,4,No
1432,Product Development,3,Engineering,Male,45,28,Rare,1,Product Research ,Married,2132,4,13,4,8,3,3,5,4,0,3,4,4,4,No
1433,Product Development,4,Business Tech,Female,52,25,Regular,4,Manufacturing Head,Married,13826,3,15,4,31,3,3,9,8,0,0,3,4,3,No
1434,Product Development,3,Sciences,Female,31,3,Regular,1,Product Research ,Single,4084,1,5,3,7,2,1,7,2,7,7,4,3,1,Yes
1435,Product Development,3,Engineering,Male,30,7,None,1,Product Research ,Divorced,1274,1,15,3,1,2,2,1,0,0,0,3,3,2,No
1436,Product Development,3,Other,Female,26,6,Rare,1,Product Research ,Married,2368,1,12,3,5,3,2,5,4,4,3,3,2,3,No
1437,Product Development,3,Business Tech,Female,39,22,Regular,3,Manufacturing Head,Single,10880,1,6,3,21,2,3,21,6,2,8,4,1,3,No
1438,Business Development,2,Sciences,Male,32,1,Rare,2,Account Manager,Single,6735,6,8,3,10,2,3,0,0,0,0,1,2,2,Yes
1439,Product Development,3,Sciences,Male,35,22,Rare,1,Technical Support,Single,4230,0,8,3,6,2,3,5,4,4,3,4,3,3,No
1440,Product Development,1,Business Tech,Female,40,2,Rare,2,Product Executive,Divorced,6377,5,13,4,15,0,3,12,11,11,8,2,3,2,No
1441,Business Development,1,Other,Male,25,3,Rare,2,Account Manager,Married,4194,1,11,3,5,3,3,5,3,0,3,3,1,4,No
1442,Business Development,3,Business Tech,Male,33,1,Rare,2,Account Manager,Divorced,4037,1,15,4,9,5,3,9,8,0,8,1,1,1,No
1443,HR,3,HR,Female,42,10,Rare,4,Section Manager,Married,16799,0,7,3,21,5,3,20,7,0,9,3,1,3,No
1444,Product Development,2,Business Tech,Female,22,8,Rare,1,Technical Support,Single,2398,1,10,3,1,6,3,1,0,0,0,3,1,3,Yes
1445,Product Development,3,Business Tech,Male,26,21,Rare,1,Technical Support,Divorced,2377,1,13,4,1,0,2,1,1,0,0,1,3,3,Yes
1446,Product Development,2,Sciences,Male,39,18,Rare,2,Manufacturing Head,Single,4534,0,4,3,9,6,3,8,7,1,7,1,3,1,No
1447,Business Development,1,Business Tech,Male,25,13,Rare,1,Account Executive,Married,2096,1,4,3,7,1,3,7,4,0,6,2,3,3,No
1448,Product Development,2,Sciences,Male,44,9,Rare,1,Product Research ,Married,2559,1,6,3,8,0,3,8,7,7,1,2,1,4,No
1449,Product Development,3,Sciences,Male,43,3,Rare,5,Product Head,Married,19740,3,7,3,25,2,3,8,7,0,7,3,4,2,No
1450,Product Development,3,Business Tech,Male,27,3,None,1,Product Research ,Divorced,2566,1,8,3,1,2,2,1,1,0,1,3,3,4,No
1451,Product Development,3,Sciences,Female,40,12,Rare,2,Product Executive,Divorced,4448,2,5,3,15,3,3,7,4,7,7,2,1,2,No
1452,Business Development,2,Marketing,Male,33,22,None,2,Account Manager,Married,6146,0,6,3,8,2,4,7,7,0,7,3,2,1,No
1453,Product Development,3,Business Tech,Male,43,7,None,1,Product Research ,Divorced,2089,4,7,3,7,3,4,5,4,2,2,4,4,4,No
1454,Product Development,3,Sciences,Female,36,8,None,3,Product Head,Married,11713,9,7,3,10,2,3,8,7,0,5,1,1,1,No
1455,Business Development,4,Marketing,Male,35,1,Rare,2,Account Manager,Single,4312,0,7,3,16,2,3,15,13,2,8,3,1,2,No
1456,Product Development,3,Business Tech,Male,39,12,Rare,2,Manufacturing Head,Married,5295,4,14,4,7,3,3,5,4,1,0,4,2,3,No
1457,Product Development,3,Sciences,Male,38,12,Regular,2,Product Executive,Divorced,6288,2,8,3,13,3,2,4,3,1,2,1,1,3,No
1458,Product Development,1,Business Tech,Male,42,2,Regular,1,Product Research ,Single,2515,5,7,3,8,2,3,2,1,2,2,2,4,4,No
1459,Product Development,4,Sciences,Male,36,4,Rare,2,Technical Support,Single,5810,1,9,3,10,2,2,10,4,1,8,1,4,3,No
1460,Product Development,3,Business Tech,Female,34,19,Regular,2,Technical Support,Divorced,4444,4,6,3,15,2,4,11,8,5,10,3,2,3,No
1461,Product Development,3,Engineering,Male,43,17,Regular,1,Product Research ,Married,2437,9,9,3,6,4,3,1,0,0,0,3,3,4,Yes
1462,Product Development,1,Business Tech,Female,36,18,Regular,1,Technical Support,Single,2153,1,6,3,8,2,3,8,1,1,7,2,4,1,No
1463,Product Development,3,Business Tech,Male,44,1,Rare,1,Product Research ,Single,2436,6,5,3,6,2,3,4,3,1,2,2,4,3,No
1464,Product Development,2,Other,Male,37,2,Rare,1,Technical Support,Single,2090,6,8,3,7,3,3,0,0,0,0,4,3,2,Yes
1465,Product Development,1,Business Tech,Male,25,7,Rare,1,Product Research ,Married,2889,1,4,3,2,2,3,2,2,2,1,4,4,3,No
1466,Product Development,3,Business Tech,Male,55,1,Rare,5,Section Manager,Single,19045,0,7,3,37,2,3,36,10,4,13,4,1,3,No
1467,Product Development,4,Sciences,Female,34,1,Rare,1,Product Research ,Single,3280,2,9,3,10,2,3,4,2,1,3,2,4,3,No
1468,Product Development,4,Sciences,Male,38,2,Rare,2,Manufacturing Head,Married,6553,9,7,3,14,3,3,1,0,0,0,4,3,2,No
1469,HR,3,Sciences,Male,34,11,Regular,2,HR,Married,4490,4,4,3,14,5,4,10,9,1,8,3,2,4,No
1470,Product Development,3,Business Tech,Male,30,9,None,2,Technical Support,Divorced,3072,1,3,2,12,4,3,12,9,6,10,3,1,3,No
1471,Product Development,3,Business Tech,Female,45,7,Rare,1,Product Research ,Married,4477,4,12,3,7,2,2,3,2,0,2,1,3,3,No
1472,Business Development,2,Marketing,Male,29,20,Rare,2,Account Manager,Divorced,6931,2,7,3,10,2,3,3,2,0,2,4,4,4,No
1473,Product Development,1,Sciences,Female,29,2,Regular,1,Technical Support,Married,3180,0,6,3,4,3,3,3,2,0,2,4,2,3,No
1474,Business Development,4,Sciences,Female,37,10,Rare,2,Account Manager,Divorced,6694,2,7,3,8,5,3,1,0,0,0,4,4,3,No
1475,Product Development,3,Engineering,Male,29,19,Rare,2,Manufacturing Head,Divorced,4262,4,5,3,8,2,4,3,2,1,2,4,4,2,No
1476,Business Development,2,Business Tech,Male,21,9,None,1,Account Executive,Single,2610,1,15,4,3,3,2,3,2,2,2,1,4,3,No
1477,Product Development,3,Business Tech,Male,31,23,Rare,2,Product Executive,Married,5582,0,14,4,10,2,3,9,0,7,8,2,4,2,No
1478,Product Development,2,Sciences,Male,20,2,Rare,1,Technical Support,Single,1102,1,15,4,1,3,2,1,0,1,0,2,4,3,Yes
1479,Product Development,2,Business Tech,Female,38,2,Regular,1,Technical Support,Married,2468,4,7,3,9,4,2,6,1,0,5,3,2,2,No
1480,Product Development,4,Engineering,Female,39,2,Rare,2,Product Executive,Single,4553,1,4,3,20,4,3,20,7,11,10,4,3,1,No
1481,HR,3,HR,Male,31,2,Rare,2,HR,Married,6410,3,5,3,9,1,3,2,2,1,0,1,1,4,No
1482,Business Development,3,Sciences,Male,30,1,Rare,2,Account Manager,Married,9714,1,4,3,10,4,3,10,8,6,7,2,1,4,Yes
1483,Business Development,2,Marketing,Female,31,20,None,2,Account Manager,Married,6932,1,6,3,9,2,2,9,8,0,0,4,3,4,No
1484,Product Development,4,Sciences,Male,31,2,Rare,1,Product Research ,Divorced,2695,0,11,3,3,2,1,2,2,2,2,3,4,2,No
1485,Product Development,3,Sciences,Male,44,3,Rare,1,Technical Support,Married,2362,4,5,3,10,4,4,3,2,1,2,1,1,3,Yes
1486,Business Development,4,Marketing,Female,48,2,Rare,2,Account Manager,Married,4051,2,7,3,14,2,3,9,7,6,7,2,4,1,No
1487,Business Development,4,Business Tech,Male,40,7,Rare,5,Section Manager,Single,19833,1,7,3,21,3,2,21,8,12,8,2,2,2,No
1488,Business Development,3,Marketing,Female,43,9,Rare,2,Account Manager,Single,5346,8,6,3,7,2,2,4,3,1,3,1,3,2,Yes
1489,Business Development,4,Marketing,Female,36,11,Rare,2,Account Manager,Married,6652,4,6,3,8,2,2,6,3,0,0,2,4,1,No
1490,Product Development,4,Sciences,Male,34,3,None,1,Product Research ,Married,2979,3,10,3,6,2,3,0,0,0,0,3,4,4,No
1491,Business Development,3,Marketing,Male,53,8,Rare,4,Account Manager,Married,11836,5,7,3,28,3,3,2,0,2,2,1,4,3,No
1492,Product Development,3,Other,Male,45,1,Rare,5,Section Manager,Married,19202,0,4,3,25,2,3,24,0,1,7,3,4,3,No
1493,Business Development,2,Marketing,Male,21,7,Rare,1,Account Executive,Single,2679,1,6,3,1,3,3,1,0,1,0,2,2,2,Yes
1494,Business Development,4,Sciences,Male,30,12,Regular,1,Account Executive,Married,2033,1,11,3,1,2,4,1,0,0,0,2,1,3,Yes
1495,Product Development,3,Business Tech,Male,41,6,Rare,1,Technical Support,Single,4721,2,6,3,20,3,3,18,13,2,17,4,1,3,No
1496,Product Development,4,Business Tech,Female,40,2,Rare,1,Product Research ,Married,2001,2,7,3,20,2,3,5,3,0,2,3,3,2,No
1497,Business Development,3,Business Tech,Female,35,18,Rare,2,Account Manager,Married,4601,1,9,3,5,3,3,5,2,1,0,3,3,2,No
1498,Product Development,4,Business Tech,Male,28,2,Rare,1,Product Research ,Single,4382,6,10,3,5,3,2,2,2,2,1,3,3,4,Yes
1499,Business Development,4,Sciences,Male,53,24,Rare,3,Account Manager,Single,10448,6,6,3,15,2,2,2,2,2,2,1,1,2,Yes
1500,Business Development,3,Marketing,Male,35,1,Rare,2,Account Manager,Married,4717,9,4,3,15,2,3,11,9,6,9,2,3,3,No
1501,Business Development,3,Marketing,Male,45,26,None,2,Account Manager,Married,4385,1,8,3,10,2,3,10,7,4,5,1,1,1,No
1502,Product Development,3,Business Tech,Male,27,2,Regular,1,Product Research ,Single,2580,2,6,3,6,0,2,4,2,1,2,4,4,3,No
1503,Product Development,3,Engineering,Female,38,1,Rare,3,Product Head,Married,13582,1,6,3,15,3,3,15,12,5,11,4,1,2,No
1504,Product Development,4,Business Tech,Female,32,3,Rare,2,Manufacturing Head,Married,6725,1,5,3,8,2,4,8,7,6,3,3,1,3,No
1505,Product Development,1,Sciences,Male,22,8,Rare,1,Technical Support,Married,2451,1,8,3,4,3,2,4,3,1,1,2,1,1,No
1506,Business Development,3,Business Tech,Male,29,10,Rare,2,Account Manager,Single,5869,9,4,3,8,2,3,5,2,1,4,3,3,3,No
1507,Product Development,4,Sciences,Female,43,10,Regular,2,Technical Support,Divorced,5257,1,3,2,9,3,4,9,7,0,0,3,3,2,No
1508,Product Development,3,Sciences,Male,36,7,Rare,1,Technical Support,Single,2013,2,4,3,15,4,3,4,3,1,3,1,2,3,No
1509,Product Development,3,Business Tech,Female,30,5,Regular,1,Technical Support,Single,2422,0,10,3,4,3,3,3,2,1,2,2,2,1,Yes
1510,Product Development,3,Sciences,Male,32,7,Regular,1,Technical Support,Married,2794,1,13,4,5,3,1,5,1,0,3,2,2,3,No
1511,Business Development,2,Sciences,Male,41,10,None,2,Account Manager,Single,6230,7,7,3,16,3,3,14,3,1,10,4,4,4,No
1512,Product Development,1,Sciences,Male,25,2,Regular,2,Manufacturing Head,Divorced,5206,1,10,3,7,6,3,7,7,0,7,4,3,3,No
1513,Product Development,2,Business Tech,Male,35,2,None,2,Manufacturing Head,Divorced,5762,2,7,3,15,6,3,7,7,1,7,2,4,3,No
1514,Product Development,1,Other,Male,25,2,Rare,1,Technical Support,Divorced,3977,6,12,3,7,2,2,2,2,0,2,4,3,3,No
1515,Product Development,1,Business Tech,Female,19,3,Rare,1,Technical Support,Single,1483,1,15,3,1,3,3,1,0,0,0,2,2,4,No
1516,Business Development,4,Marketing,Male,34,23,None,2,Account Manager,Single,4568,0,13,4,10,2,3,9,5,8,7,2,3,3,No
1517,Product Development,4,Engineering,Male,28,5,Rare,1,Technical Support,Single,3441,1,6,3,2,3,2,2,2,2,2,3,3,3,Yes
1518,Product Development,4,Sciences,Male,45,7,Regular,2,Manufacturing Head,Married,6434,4,10,3,9,1,3,3,2,0,2,1,3,4,No
1519,Product Development,4,Business Tech,Male,37,10,Rare,2,Manufacturing Head,Single,4213,1,8,3,10,4,1,10,3,0,8,4,1,2,Yes
1520,Product Development,3,Engineering,Female,37,1,Rare,3,Manufacturing Head,Single,7491,4,10,3,12,3,4,6,5,1,2,2,4,4,No
1521,Business Development,3,Marketing,Female,42,26,Regular,4,Account Manager,Married,13525,5,7,3,23,2,4,20,4,4,8,3,2,4,No
1522,Business Development,2,Business Tech,Female,29,3,Rare,2,Account Manager,Married,5561,1,7,3,6,5,2,6,0,1,2,2,3,1,No
1523,Product Development,3,Business Tech,Female,50,2,Regular,4,Section Manager,Married,17856,2,15,4,32,3,3,2,2,2,2,4,1,3,No
1524,Product Development,2,Engineering,Male,48,2,Rare,1,Technical Support,Single,2559,5,4,3,7,4,2,1,0,0,0,4,2,3,No
1525,Product Development,4,Sciences,Female,41,28,Rare,4,Manufacturing Head,Married,13570,0,15,4,21,3,3,20,7,0,10,1,2,3,No
1526,Product Development,3,Sciences,Female,19,25,Rare,1,Product Research ,Single,2994,1,5,3,1,2,3,1,0,0,1,2,4,4,No
1527,Product Development,3,Business Tech,Male,52,3,Rare,3,Manufacturing Head,Married,7969,2,7,3,28,4,3,5,4,0,4,4,3,3,No
1528,Product Development,1,Business Tech,Male,50,28,Rare,1,Technical Support,Married,3221,1,4,3,20,3,3,20,8,3,8,4,3,3,No
1529,Product Development,3,Sciences,Female,24,7,Regular,1,Technical Support,Married,2886,1,9,3,6,4,3,6,3,1,2,1,3,4,Yes
1530,Product Development,3,Business Tech,Female,46,18,Rare,2,Manufacturing Head,Divorced,4810,2,7,3,19,5,2,10,7,0,8,3,3,3,No
1531,Product Development,3,Sciences,Male,32,1,Rare,2,Product Research ,Married,6220,1,10,3,10,3,3,10,4,0,9,2,2,2,No
1532,Product Development,3,Sciences,Male,46,2,Rare,4,Product Head,Married,17861,6,6,3,26,2,1,3,2,0,1,1,3,3,No
1533,Product Development,1,Sciences,Male,35,6,Rare,1,Product Research ,Married,3506,0,7,3,4,3,3,3,2,2,2,3,3,4,No
1534,Product Development,2,Engineering,Female,51,11,Rare,4,Manufacturing Head,Single,13142,3,9,3,29,1,2,5,2,0,3,4,2,2,No
1535,Product Development,2,Other,Male,42,5,Regular,1,Technical Support,Married,2093,4,10,3,8,4,3,2,2,2,0,2,3,4,No
1536,Product Development,3,Sciences,Male,29,9,Rare,1,Product Research ,Married,2451,6,11,3,5,2,2,1,0,0,0,3,3,1,No
1537,Business Development,3,Marketing,Female,46,10,Rare,3,Account Manager,Married,9071,2,12,3,15,3,3,3,2,1,2,3,4,3,No
1538,Product Development,3,Business Tech,Male,33,21,Rare,1,Technical Support,Married,2028,1,11,3,14,6,3,14,11,2,13,2,2,4,No
1539,Business Development,3,Marketing,Male,50,9,Rare,5,Section Manager,Married,19331,4,9,3,27,2,3,1,0,0,0,3,3,3,No
1540,Product Development,1,Sciences,Male,39,24,Rare,2,Product Research ,Single,4108,7,6,3,18,2,3,7,7,1,7,1,4,1,No
1541,Product Development,4,Engineering,Male,47,14,None,2,Product Research ,Married,5467,8,11,3,16,4,4,8,7,1,7,3,2,3,No
1542,Product Development,3,Sciences,Female,25,1,Rare,2,Manufacturing Head,Married,4898,0,5,3,5,3,3,4,2,1,2,1,3,4,No
1543,Product Development,3,Business Tech,Male,24,9,Regular,1,Technical Support,Single,3172,2,4,3,4,2,2,0,0,0,0,2,1,3,Yes
1544,Business Development,2,Other,Female,24,3,Rare,2,Account Manager,Married,4999,0,14,4,4,2,2,3,2,0,2,1,3,1,No
1545,Product Development,3,Sciences,Male,41,5,Rare,2,Product Executive,Single,6870,3,5,3,11,3,1,3,2,1,2,2,2,1,No
1546,Business Development,3,Marketing,Male,44,5,Rare,5,Section Manager,Married,18213,7,4,3,26,5,3,22,9,3,10,2,2,3,No
1547,Product Development,2,Sciences,Male,44,4,Rare,5,Section Manager,Divorced,19190,1,7,3,26,4,2,25,9,14,13,3,1,4,No
1548,Product Development,3,Other,Female,28,10,Rare,2,Product Research ,Single,3660,3,6,3,10,4,4,8,7,1,7,3,3,4,No
1549,Product Development,2,Business Tech,Male,54,5,Rare,5,Product Head,Married,19406,4,4,3,24,4,2,4,2,1,2,1,1,3,No
1550,Business Development,2,Marketing,Female,46,1,Rare,3,Account Manager,Divorced,10453,1,20,5,24,2,3,24,13,15,7,2,1,3,No
1551,Product Development,1,Sciences,Male,31,26,Rare,1,Product Research ,Divorced,2911,1,10,3,5,1,2,5,2,4,3,1,3,4,No
1552,Product Development,3,Sciences,Male,51,6,Rare,5,Product Head,Single,19537,7,6,3,23,5,3,20,18,15,15,1,3,3,No
1553,Product Development,1,Business Tech,Male,29,20,Regular,1,Technical Support,Married,3812,1,6,3,11,3,4,11,8,3,10,4,4,2,No
1554,Business Development,3,Sciences,Male,29,19,Rare,2,Account Manager,Divorced,8620,1,7,3,10,3,3,10,7,0,4,3,3,3,No
1555,Product Development,4,Sciences,Male,42,18,Rare,2,Product Research ,Divorced,5410,6,10,3,9,3,2,4,3,1,2,4,1,3,No
1556,HR,3,HR,Male,38,1,Rare,1,HR,Married,2844,1,6,3,7,2,4,7,6,5,0,3,3,4,No
1557,Product Development,3,Business Tech,Female,28,9,Rare,1,Product Research ,Divorced,2377,5,11,3,6,2,3,2,2,2,2,3,3,2,No
1558,Product Development,3,Sciences,Female,40,15,Rare,3,Manufacturing Head,Married,10435,1,6,3,18,2,3,18,15,14,12,1,3,4,No
1559,Product Development,2,Sciences,Male,36,5,Rare,2,Technical Support,Single,5914,8,9,3,16,3,4,13,11,3,7,4,2,4,No
1560,Business Development,3,Business Tech,Male,24,24,Regular,1,Account Executive,Married,2400,0,6,3,3,3,3,2,2,2,1,4,4,3,No
1561,Product Development,4,Sciences,Female,35,2,None,2,Product Executive,Divorced,5093,2,3,2,16,2,4,1,0,0,0,4,1,1,No
1562,Business Development,3,Sciences,Female,30,5,Rare,3,Account Manager,Married,9419,2,5,3,12,2,3,10,9,7,4,2,4,3,No
1563,Product Development,3,Sciences,Male,31,20,Rare,2,Technical Support,Divorced,4197,1,3,2,10,2,3,10,8,0,2,2,3,1,No
1564,Product Development,2,Sciences,Male,34,2,Regular,2,Manufacturing Head,Single,4033,2,4,3,5,3,2,3,2,0,2,4,3,4,No
1565,HR,2,Sciences,Male,28,1,None,1,HR,Divorced,2706,1,8,3,3,2,3,3,2,2,2,3,4,2,No
1566,Business Development,4,Marketing,Male,47,14,Rare,2,Account Manager,Single,4960,2,5,3,20,2,3,7,7,1,7,4,1,4,No
1567,Business Development,2,Sciences,Male,46,26,None,2,Account Manager,Single,7991,8,8,3,6,3,3,2,2,2,2,2,2,3,No
1568,Product Development,3,Sciences,Male,59,3,Rare,1,Product Research ,Married,2177,3,10,3,7,6,3,1,0,0,0,3,4,1,No
1569,Product Development,2,Sciences,Male,41,5,None,1,Product Research ,Divorced,2107,6,10,3,5,2,1,1,0,0,0,1,1,1,Yes
1570,Product Development,1,Business Tech,Male,25,19,Rare,1,Technical Support,Married,3669,3,4,3,7,6,2,3,2,1,2,4,4,3,No
1571,Product Development,3,Sciences,Male,32,1,Rare,1,Technical Support,Single,3730,0,7,3,4,2,1,3,2,1,2,4,3,4,Yes
1572,Business Development,4,Marketing,Male,31,26,Regular,2,Account Manager,Married,5617,1,4,3,10,4,3,10,7,0,8,1,4,3,Yes
1573,Business Development,4,Sciences,Male,41,2,Rare,4,Section Manager,Single,16015,1,12,3,22,2,3,22,10,0,4,4,2,2,No
1574,Product Development,2,Sciences,Female,33,2,Rare,1,Technical Support,Married,2707,7,13,4,13,3,4,9,7,1,7,1,1,1,Yes
1575,Product Development,2,Sciences,Male,37,19,Rare,1,Product Research ,Married,3022,4,14,4,8,1,3,1,0,0,0,2,2,1,No
1576,HR,2,Sciences,Female,46,1,Rare,1,HR,Single,3423,6,5,3,10,3,4,7,6,5,7,4,1,3,No
1577,Product Development,3,Engineering,Female,36,8,Rare,3,Product Executive,Divorced,10096,1,6,3,17,2,3,17,14,12,8,3,3,2,No
1578,Business Development,3,Sciences,Male,46,2,Rare,3,Account Manager,Divorced,10368,4,5,3,13,5,2,10,6,0,3,3,4,2,No
1579,Product Development,2,Sciences,Male,33,7,Regular,2,Product Executive,Divorced,5968,1,13,4,9,2,3,9,7,2,8,4,3,3,No
1580,Product Development,3,Business Tech,Male,51,2,Rare,2,Manufacturing Head,Divorced,5482,5,11,3,13,3,3,4,1,1,2,4,2,4,No
1581,Product Development,2,Engineering,Male,26,3,Regular,1,Product Research ,Single,3102,0,15,4,7,2,3,6,4,0,4,3,1,3,Yes
1582,Product Development,2,Sciences,Male,45,10,Rare,1,Product Research ,Married,2654,3,14,4,8,3,2,2,2,0,2,1,4,4,No
1583,Business Development,3,Other,Male,34,3,Rare,2,Account Manager,Single,4759,3,11,3,15,2,3,13,9,3,12,4,1,4,No
1584,Product Development,2,Sciences,Male,57,24,Rare,3,Product Executive,Divorced,9439,3,9,3,12,2,1,5,3,1,4,3,4,2,No
1585,Business Development,1,Marketing,Male,30,7,Rare,1,Account Executive,Single,2983,0,7,3,4,3,3,3,2,1,2,4,2,1,No
1586,Product Development,4,Sciences,Female,31,8,Rare,4,Product Head,Single,16422,3,4,3,9,3,4,3,2,1,0,1,2,3,No
1587,Product Development,3,Sciences,Female,47,4,Rare,3,Manufacturing Head,Divorced,10333,8,5,3,28,4,3,22,11,14,10,3,2,3,No
1588,Product Development,2,Business Tech,Male,33,10,Rare,1,Technical Support,Divorced,3408,7,6,3,8,2,3,4,3,1,3,1,4,1,Yes
1589,HR,3,HR,Female,25,2,Rare,1,HR,Married,2187,4,7,3,6,3,3,2,0,1,2,3,2,3,No
1590,Product Development,3,Sciences,Male,28,6,Regular,1,Product Research ,Divorced,2703,1,7,3,3,2,3,3,1,0,2,3,3,4,No
1591,Product Development,3,Sciences,Male,27,4,Rare,2,Manufacturing Head,Married,6142,1,13,4,6,0,3,6,2,0,3,2,2,2,No
1592,Product Development,4,Sciences,Male,22,3,Regular,1,Product Research ,Single,2853,0,4,3,1,5,3,0,0,0,0,3,4,2,Yes
1593,Product Development,3,Sciences,Male,43,9,None,1,Product Research ,Single,2438,4,6,3,7,2,2,3,2,1,2,1,3,3,No
1594,Business Development,4,Engineering,Female,36,10,Rare,2,Account Manager,Married,5673,1,6,3,10,4,3,10,9,1,7,2,3,1,No
1595,Product Development,3,Business Tech,Male,37,13,Rare,2,Product Research ,Married,4285,1,10,3,10,2,3,10,8,3,7,1,4,1,No
1596,Business Development,4,Sciences,Female,31,5,Rare,2,Account Manager,Married,5476,1,4,3,10,2,3,10,0,0,2,1,4,1,No
1597,Product Development,3,Business Tech,Female,25,1,Rare,1,Product Research ,Single,2096,1,11,3,2,3,2,2,2,2,1,4,2,4,No
1598,Product Development,4,Sciences,Male,51,8,Regular,3,Manufacturing Head,Single,10650,2,8,3,18,2,3,4,2,0,3,1,4,4,Yes
