blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueEliteMonsters,blueHeralds,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueWins
10,1,1,16,5,1,1,20225,230,60,1
15,1,1,7,4,0,0,18186,227,56,1
48,1,1,7,9,1,0,18366,213,57,1
14,2,0,4,7,0,0,17474,200,50,0
33,3,1,9,3,0,0,19871,225,48,1
13,0,1,5,3,0,0,16690,187,51,1
21,4,1,3,6,1,0,16386,202,52,0
12,5,1,5,3,0,0,17668,212,52,0
37,0,0,6,4,0,0,18961,221,60,1
14,2,1,4,3,1,0,18061,221,44,1
22,3,0,0,5,0,0,16820,217,62,0
27,3,0,3,8,0,0,16672,206,52,1
12,4,0,5,8,1,0,18592,241,48,0
23,3,0,3,4,0,0,16824,202,55,1
25,3,0,6,1,1,0,18567,210,48,0
13,5,0,5,4,0,0,18553,216,48,0
17,1,0,8,6,0,0,18478,256,34,1
12,2,0,4,12,0,0,16607,219,40,0
12,4,0,4,4,0,0,18637,246,60,1
18,5,0,2,5,0,0,17248,215,49,0
13,1,0,6,3,1,0,18534,236,56,1
17,4,0,5,5,0,0,16946,249,45,1
19,3,1,12,8,0,0,20374,242,50,0
12,1,1,6,8,0,0,17339,226,48,0
13,2,0,8,7,2,1,20153,237,56,1
14,0,1,8,13,1,0,17770,200,48,0
16,2,0,4,11,0,0,16679,195,49,0
13,1,0,10,12,1,0,18236,194,52,0
41,1,0,2,3,1,0,18676,237,64,1
14,4,0,12,5,1,0,17736,212,43,1
18,3,0,2,7,1,0,15601,202,46,0
15,2,0,5,11,0,0,17304,197,44,0
84,0,0,6,14,0,0,15862,177,49,0
63,0,1,5,7,0,0,17738,190,60,1
41,4,1,14,3,0,0,18878,205,58,1
18,2,1,6,2,1,0,19941,257,68,1
17,3,1,10,5,2,1,18897,223,63,1
19,4,1,10,1,0,0,19147,233,47,1
18,1,1,7,3,0,0,18363,233,46,1
13,1,1,6,2,1,0,18353,218,52,1
9,3,0,8,1,1,0,20193,254,62,1
16,2,1,11,6,1,0,19736,196,56,0
20,5,1,11,6,0,0,19031,203,52,0
18,2,0,2,7,0,0,16453,210,59,0
13,5,1,8,6,0,0,18523,220,48,1
16,3,0,4,9,0,0,17437,209,48,0
16,6,0,5,5,0,0,18587,237,52,0
99,5,0,7,10,0,0,17067,196,56,0
19,5,0,5,6,0,0,18325,231,43,0
16,5,0,11,10,1,0,18913,222,44,1
19,2,0,1,2,0,0,17252,228,52,0
17,2,1,13,5,0,0,20438,244,56,1
26,4,0,5,3,0,0,18136,252,56,1
13,1,0,5,8,0,0,18578,200,48,0
15,0,1,3,5,0,0,17240,207,42,1
15,1,1,5,3,1,0,17128,202,51,1
15,3,1,13,9,1,0,20909,227,84,1
72,4,1,6,5,1,1,17570,234,42,0
17,2,1,7,2,1,0,16122,188,51,1
15,0,0,5,5,0,0,15329,136,48,0
21,4,1,5,1,1,0,18750,259,56,1
25,3,0,3,8,0,0,16222,237,41,0
16,2,1,9,11,2,1,17856,218,44,0
18,6,0,3,5,0,0,18640,214,56,0
21,2,0,4,10,0,0,15854,182,48,0
12,2,1,3,9,0,0,15418,169,42,0
18,4,0,4,9,1,0,15969,206,38,0
21,3,1,7,4,1,0,18201,223,48,1
15,2,0,5,4,0,0,18714,247,48,0
37,4,0,3,9,0,0,15106,194,55,0
73,4,0,3,9,0,0,16446,182,49,0
19,3,1,4,3,0,0,17852,220,56,1
13,2,1,10,3,0,0,19955,242,44,0
20,7,1,7,4,2,1,17901,204,54,0
18,4,1,5,1,0,0,19292,253,51,1
18,5,0,9,10,2,1,16349,226,31,1
11,4,1,6,9,0,0,16217,188,35,0
16,4,1,9,3,1,0,18842,205,52,0
14,13,1,12,3,1,0,20680,246,51,1
20,3,1,7,3,0,0,17496,232,45,1
31,2,1,3,8,1,0,17328,213,48,0
27,6,0,5,6,1,0,17700,204,55,1
16,1,1,2,6,0,0,16596,207,56,0
38,0,1,6,8,0,0,17606,194,35,0
17,2,1,3,1,1,0,17475,213,53,1
14,2,0,5,7,1,1,17405,211,52,1
19,4,0,5,3,1,0,18751,244,52,0
39,2,0,8,9,0,0,18770,218,43,1
17,1,1,11,4,1,0,19152,205,41,1
14,3,0,4,3,0,0,20593,234,67,0
36,5,1,3,2,1,0,19210,247,70,0
17,6,0,7,8,0,0,17011,191,51,1
17,1,0,4,9,0,0,17808,239,68,0
22,1,0,9,7,0,0,19434,212,52,1
16,5,1,6,6,0,0,17775,227,53,1
19,1,0,3,4,0,0,17076,224,45,0
38,4,1,3,5,0,0,17972,220,48,1
15,0,1,2,3,0,0,16670,235,50,0
13,3,1,6,4,1,0,18072,232,52,1
14,3,1,15,7,0,0,19646,178,80,1
16,3,1,8,1,1,1,19176,259,49,1
18,3,1,3,5,1,0,16719,237,52,1
13,4,1,8,2,0,0,18653,239,39,1
14,2,0,7,9,0,0,17384,231,46,1
15,2,1,6,5,1,0,17676,216,48,1
15,7,0,7,4,1,1,18460,210,49,0
16,3,0,1,2,0,0,16974,231,48,1
20,0,0,3,8,0,0,17009,173,52,0
26,1,1,7,9,1,1,18002,180,59,0
17,2,1,3,7,1,0,17502,221,53,1
15,4,0,9,6,0,0,19554,229,46,0
15,1,1,11,3,2,1,20876,214,60,1
18,6,1,9,6,1,0,17917,218,54,0
16,3,1,7,5,1,0,17655,216,49,1
14,2,1,5,8,0,0,17812,189,46,0
12,2,0,2,6,0,0,16785,216,56,0
19,4,1,4,2,1,0,17893,231,48,1
39,4,0,10,10,0,0,17673,182,52,1
18,4,0,9,6,0,0,18612,228,44,0
40,1,1,5,6,0,0,17429,224,40,0
15,2,0,7,6,1,0,18850,203,64,0
17,0,1,7,5,1,1,17852,201,44,1
14,2,0,3,12,0,0,16504,205,45,0
18,4,1,7,9,0,0,18291,229,54,0
34,2,1,10,10,0,0,18364,196,56,1
15,2,0,9,6,0,0,19705,224,52,1
44,4,0,8,4,1,0,18443,195,60,1
16,2,1,8,8,0,0,18605,218,56,0
17,2,0,2,9,0,0,16133,200,52,0
31,5,1,4,3,1,0,18504,228,63,0
17,1,0,2,8,1,0,16263,201,57,0
45,3,1,10,3,1,1,20389,232,58,1
17,4,1,4,4,0,0,17212,212,46,0
14,4,1,7,8,1,1,17553,189,52,1
15,3,0,4,5,1,0,18760,263,68,0
16,2,0,9,7,1,1,17918,234,40,1
33,6,0,4,12,0,0,17639,224,42,0
15,1,0,9,4,1,0,17444,212,50,1
16,3,1,7,5,0,0,18922,240,48,0
16,4,0,9,12,0,0,18367,246,47,0
40,4,0,8,6,0,0,18892,232,40,1
15,2,0,5,7,0,0,18305,239,47,0
39,1,0,8,10,1,0,18077,199,63,0
14,3,1,10,9,0,0,18021,190,48,0
12,1,1,3,5,0,0,17721,226,52,1
14,2,1,13,6,0,0,19019,226,55,1
11,0,1,5,5,1,1,18944,241,67,0
16,3,0,2,6,0,0,17935,228,61,0
82,3,0,2,10,0,0,17184,207,44,0
21,2,1,6,3,0,0,18072,165,56,1
12,1,0,2,11,0,0,17020,237,40,0
19,3,0,3,8,0,0,17844,213,57,0
17,1,1,3,4,0,0,18326,232,60,0
17,0,0,4,10,0,0,14203,141,40,0
18,4,1,8,5,0,0,18390,230,40,1
16,3,1,5,2,2,1,19907,258,68,1
19,4,1,7,3,0,0,20465,265,64,1
14,2,1,4,8,1,1,17958,224,47,0
12,1,0,6,7,0,0,17081,197,37,0
11,4,0,2,7,0,0,16259,212,57,0
13,3,1,7,4,0,0,17390,224,47,1
15,1,1,1,8,0,0,16177,215,43,0
13,5,0,7,7,1,0,17795,215,62,0
15,3,0,1,3,0,0,17618,229,55,0
19,2,0,5,6,2,1,17545,222,60,0
15,3,0,4,11,0,0,16104,173,59,0
16,3,0,10,5,1,0,20399,227,71,1
14,4,1,3,3,0,0,17965,201,48,0
16,2,1,6,7,1,1,18547,207,75,1
16,2,0,4,9,1,1,16687,225,36,0
15,5,0,10,3,1,0,19530,224,62,1
16,3,1,4,4,1,0,17974,225,52,1
36,3,0,9,9,1,1,16585,209,48,1
64,2,0,2,3,0,0,16214,212,46,0
15,4,1,8,4,1,0,17434,191,56,1
35,2,1,6,9,0,0,17169,200,31,0
89,2,1,13,4,1,1,19298,203,36,1
21,2,1,17,7,2,1,19590,220,32,1
37,3,1,4,6,0,0,17242,224,56,0
16,5,1,8,0,2,1,21642,279,58,1
16,2,1,11,6,1,1,20275,227,55,1
89,3,0,7,4,2,1,19175,241,52,1
11,0,0,3,6,1,1,15716,200,48,1
122,1,1,3,3,1,0,17407,203,64,0
16,4,0,6,4,1,1,18330,235,48,1
14,2,0,4,8,2,1,17810,192,59,0
20,1,1,11,2,1,0,20653,237,52,1
12,2,0,6,7,0,0,17126,223,44,0
17,4,0,14,11,1,1,19587,201,58,0
13,1,0,9,7,0,0,17022,182,34,0
18,2,1,6,2,1,1,20127,268,48,1
13,1,0,14,2,1,0,19406,200,56,1
11,2,1,3,3,1,0,15110,199,56,0
17,1,1,9,9,1,0,16986,194,47,1
19,1,1,3,5,1,1,16242,223,41,1
14,3,1,8,10,1,0,18700,229,54,1
14,1,1,7,5,1,0,18330,202,48,0
15,0,1,7,12,2,1,16408,185,50,0
89,3,1,7,5,1,0,18635,220,51,1
15,2,0,10,3,0,0,19660,230,36,1
22,4,1,2,11,0,0,17011,218,52,0
17,3,1,8,2,0,0,19438,241,49,0
14,2,1,6,4,1,0,17693,203,56,1
15,0,0,5,9,1,0,17975,199,56,0
16,3,1,9,3,1,0,17178,185,44,1
13,1,0,5,7,0,0,18034,245,40,0
45,2,0,2,6,0,0,16912,203,48,1
13,3,0,3,3,0,0,18694,230,51,0
29,10,0,2,5,0,0,18895,243,68,1
18,1,1,7,9,0,0,16836,170,36,0
10,4,0,3,10,0,0,17564,215,44,0
15,0,1,4,1,1,0,19003,232,71,1
16,3,0,7,5,0,0,16548,228,42,0
16,1,0,7,1,1,1,20320,234,68,0
20,4,1,5,8,0,0,17567,238,55,0
20,4,1,10,6,2,1,18304,214,56,1
39,0,0,6,8,0,0,17606,193,50,0
14,2,1,3,7,1,0,17144,210,50,0
39,3,0,3,5,0,0,19049,246,57,1
17,3,1,3,8,0,0,16684,192,36,1
13,2,1,4,4,1,1,18146,254,52,0
16,3,1,7,6,0,0,17374,200,47,0
17,2,0,5,11,0,0,17927,214,39,0
16,3,0,8,11,0,0,16706,227,43,1
15,6,0,2,7,0,0,16330,211,47,0
27,7,0,5,4,1,0,17969,221,46,1
88,1,0,4,11,0,0,16956,169,65,0
15,14,0,1,2,1,0,17810,241,55,0
15,2,1,5,4,0,0,16703,195,40,1
15,2,1,5,3,0,0,16690,206,51,0
14,2,1,8,7,1,0,19689,223,55,1
15,3,0,1,4,0,0,18640,229,81,0
13,1,1,6,8,0,0,17352,217,40,1
16,0,1,10,4,1,1,18704,242,44,1
12,4,0,7,2,1,0,18875,244,49,1
19,3,1,6,10,1,1,17062,196,42,1
20,3,1,6,7,0,0,17913,199,45,1
20,4,1,5,6,2,1,17175,195,44,0
22,1,1,2,0,1,1,17257,215,53,0
16,1,0,4,11,1,0,17882,219,48,1
16,1,0,7,2,0,0,19868,233,62,1
16,0,0,2,7,1,0,17591,210,56,0
16,5,1,6,7,1,0,16803,209,28,0
16,3,0,7,8,0,0,16021,191,25,1
13,2,1,8,5,1,0,17308,226,48,1
16,1,0,5,9,1,0,16888,187,48,0
13,4,1,8,2,0,0,18800,223,56,1
15,2,1,6,1,0,0,20069,236,56,1
14,4,0,4,3,0,0,19176,266,56,1
17,3,0,6,11,0,0,18758,219,49,0
15,5,1,6,2,1,0,19090,252,53,1
18,3,1,9,7,1,0,19580,238,44,1
38,1,1,6,8,0,0,16638,198,38,1
16,4,1,10,8,0,0,20068,200,64,1
15,0,0,6,10,0,0,16317,192,36,0
13,0,0,4,13,0,0,16945,196,60,0
18,1,1,8,3,0,0,19558,238,44,0
13,3,0,3,13,0,0,16007,178,46,0
13,4,0,5,12,0,0,17759,212,47,0
15,3,0,7,3,1,1,19600,242,61,1
18,3,0,4,10,0,0,17802,204,44,0
16,2,1,6,7,1,1,17597,218,40,1
20,1,0,6,12,0,0,17934,205,60,0
20,3,1,12,10,1,0,16151,168,29,0
14,6,1,10,6,0,0,18169,203,52,1
14,4,1,9,4,0,0,19497,225,65,0
12,4,0,5,8,1,0,17547,206,52,1
12,4,1,9,8,0,0,17264,207,48,1
16,4,0,4,12,0,0,17191,218,44,1
13,1,0,2,6,0,0,17613,239,44,1
16,5,0,3,9,0,0,17435,221,55,0
16,0,1,8,10,0,0,16577,209,41,0
32,1,1,7,6,2,1,18226,221,68,1
19,4,1,9,7,0,0,18384,211,40,1
26,0,0,14,8,1,0,19076,196,56,0
36,4,0,5,5,1,1,18713,218,62,0
15,1,1,14,5,2,1,19884,231,56,1
13,2,1,10,8,0,0,18587,203,63,1
18,1,0,4,7,1,0,15997,206,35,0
12,1,0,5,13,0,0,16662,215,52,0
15,4,1,9,8,0,0,17906,207,40,0
20,1,0,1,5,1,0,16468,203,56,0
20,2,1,8,6,0,0,18836,229,43,0
11,1,1,9,4,0,0,19387,178,60,1
14,4,0,3,4,0,0,18382,256,58,0
18,2,0,6,8,0,0,16182,190,45,0
16,6,1,4,3,1,0,16861,223,56,0
11,2,0,3,7,0,0,16956,204,48,0
16,2,0,4,9,0,0,16536,197,50,0
15,2,1,7,9,2,1,18186,220,50,1
19,1,0,4,10,0,0,16206,209,29,1
17,2,1,5,4,1,0,18205,225,52,0
12,3,0,3,11,0,0,16052,205,36,0
16,1,0,7,5,0,0,18342,214,50,1
13,1,0,2,6,0,0,18126,238,60,0
59,4,1,5,9,1,0,16209,204,40,0
18,1,1,7,6,0,0,18011,210,52,1
38,3,0,9,10,0,0,19356,197,59,0
36,3,1,3,0,0,0,18185,239,60,1
22,2,1,5,6,0,0,16539,211,48,1
23,4,1,13,6,0,0,20692,264,48,1
14,2,0,9,6,1,0,17249,196,47,0
40,7,0,6,7,2,1,17931,221,48,0
21,1,0,3,3,0,0,19018,243,61,0
36,3,1,7,5,0,0,19121,210,60,1
19,1,1,10,6,2,1,18096,214,41,1
15,0,0,10,5,1,1,19388,231,36,1
38,2,0,6,10,0,0,18808,205,54,0
15,1,0,1,4,1,0,18362,238,60,1
15,2,1,11,4,1,0,20964,233,57,1
16,3,1,12,6,2,1,20067,229,60,1
39,2,1,2,3,1,0,18437,231,70,1
42,5,1,8,6,1,0,18825,205,42,1
18,5,1,5,6,1,0,16364,190,72,0
81,0,0,4,4,1,0,18562,244,52,1
11,4,1,6,10,0,0,16711,187,36,0
41,1,1,10,7,0,0,17906,208,45,1
15,3,1,3,6,0,0,17462,218,62,0
16,4,1,6,8,0,0,18202,226,48,0
16,0,0,5,8,0,0,16964,215,42,0
16,3,0,6,3,2,1,18447,232,44,0
18,2,1,9,8,1,1,16745,215,33,0
14,4,1,5,8,0,0,16959,188,59,0
15,1,1,3,4,0,0,17883,240,44,0
18,1,1,6,15,0,0,15951,171,44,0
15,2,0,8,8,1,1,17998,228,49,1
19,0,0,1,2,1,0,18359,237,56,1
42,5,1,8,7,1,0,19666,209,64,1
35,1,0,4,4,1,0,18377,211,64,1
14,4,0,3,3,0,0,17685,252,46,1
50,4,1,11,10,0,0,17282,200,23,0
33,3,1,3,0,0,0,19867,276,61,1
19,2,0,10,4,1,0,19416,237,55,1
16,21,0,4,4,0,0,17282,190,43,1
14,13,1,7,1,2,1,19506,237,64,1
12,1,1,6,7,2,1,18169,213,58,1
17,3,1,8,4,1,0,18145,206,48,0
14,3,0,2,5,0,0,17728,226,59,0
14,2,1,11,5,0,0,18464,190,47,1
20,3,1,6,3,0,0,19908,230,60,0
18,1,0,2,11,0,0,15096,187,59,0
10,3,0,5,7,0,0,17771,247,48,1
15,3,1,4,5,2,1,17561,225,58,1
16,4,1,8,5,1,0,18517,235,68,1
42,3,0,1,4,1,0,17759,236,48,1
16,6,0,5,4,1,1,17303,211,51,1
48,0,1,3,7,0,0,16190,214,48,1
16,1,1,12,6,0,0,18316,199,40,1
35,2,0,4,7,0,0,17596,214,52,1
13,1,0,3,6,0,0,17841,185,68,0
15,1,0,1,9,0,0,15650,206,48,0
65,2,1,9,2,2,1,19533,236,48,1
15,1,0,2,8,0,0,16872,190,46,1
13,1,1,14,2,0,0,18982,197,39,1
103,2,1,5,5,0,0,17268,219,36,0
16,0,0,3,5,0,0,16967,182,52,0
20,5,1,2,7,1,1,17234,239,48,0
12,3,1,3,5,1,0,16834,184,55,1
16,3,1,6,5,0,0,15995,178,36,0
17,6,0,12,7,0,0,16592,179,46,1
13,1,1,4,8,0,0,15672,193,46,1
15,5,0,8,4,1,0,18073,237,43,1
18,4,1,6,6,0,0,17373,193,55,0
16,6,0,4,5,1,0,16496,225,40,0
12,2,1,6,7,1,0,17824,235,48,1
23,3,0,4,6,0,0,18063,210,51,1
17,3,1,5,4,0,0,18624,205,65,0
17,1,0,12,7,0,0,20178,189,46,1
13,0,0,8,10,1,1,17736,180,42,0
38,5,0,11,8,0,0,18112,232,34,1
15,3,1,14,8,2,1,20604,250,57,1
14,2,0,6,7,0,0,19161,231,60,0
21,4,0,13,8,1,0,18655,225,39,1
41,1,1,8,8,0,0,18748,197,48,1
142,4,0,1,8,1,0,16334,220,48,0
24,3,0,5,7,1,0,17549,186,60,0
42,3,0,6,6,0,0,19429,250,56,1
20,1,0,6,12,0,0,15296,171,50,0
16,3,0,5,13,0,0,15825,214,35,0
42,2,1,5,3,1,0,18429,187,72,0
14,2,0,5,6,0,0,16572,197,45,1
16,0,0,3,10,0,0,16533,195,52,0
17,3,0,1,5,0,0,17522,245,49,0
35,3,1,14,3,1,0,20153,229,51,1
29,10,1,13,2,1,1,19473,257,40,1
14,2,0,4,6,0,0,17780,215,54,1
17,1,1,5,5,0,0,19122,237,64,0
14,0,0,2,4,0,0,17305,222,52,0
15,2,1,11,10,2,1,19524,226,40,1
16,1,1,7,4,0,0,17640,219,38,0
17,1,1,8,4,1,0,18943,197,65,1
38,3,0,8,12,0,0,18264,217,36,0
15,3,0,4,4,0,0,19026,266,51,1
39,3,1,7,4,0,0,20856,217,81,1
14,4,1,9,1,0,0,18937,236,46,0
15,1,1,10,9,1,0,16663,190,44,1
38,2,0,5,7,1,0,17993,209,52,1
17,1,1,7,6,0,0,16497,218,44,0
13,0,0,1,8,0,0,16162,202,39,0
13,7,0,2,9,0,0,16225,195,39,0
15,1,0,8,10,0,0,17109,172,57,0
16,3,0,13,3,2,1,20117,226,43,1
17,3,1,6,2,1,0,19007,227,56,0
12,2,0,1,4,0,0,17306,229,50,1
11,3,1,9,7,1,0,17645,199,38,1
17,3,0,9,6,0,0,16518,181,34,1
42,5,0,13,13,0,0,18977,201,45,1
13,2,0,4,10,0,0,16999,214,40,0
22,7,1,8,7,1,0,17738,202,61,1
90,7,0,7,4,1,0,20365,233,59,1
15,4,0,5,5,0,0,17843,215,43,1
15,1,1,10,7,1,0,18566,200,62,1
39,3,0,6,2,2,1,18168,188,68,1
18,4,0,7,4,1,0,18188,253,53,1
14,1,1,13,2,2,1,20346,246,48,1
20,5,1,8,2,1,0,17776,194,55,1
15,7,1,11,3,1,0,19702,221,52,1
18,3,1,9,6,2,1,19727,208,68,1
13,2,1,9,7,1,1,17424,183,40,1
12,1,0,4,7,0,0,18041,216,56,0
36,7,1,10,6,2,1,19522,232,47,1
19,4,0,4,4,1,0,17723,186,71,0
17,6,0,4,6,1,0,17539,222,52,1
23,4,1,8,9,1,1,17779,212,52,1
14,4,1,9,4,0,0,18537,208,40,1
18,2,0,3,8,0,0,16623,230,48,0
20,6,1,6,5,1,1,17798,216,44,0
18,4,0,7,10,0,0,17782,224,36,0
34,18,1,9,4,1,0,19955,239,68,1
14,0,0,7,6,0,0,17266,229,43,0
17,3,1,8,9,1,0,15979,194,48,0
18,1,0,5,9,0,0,16733,195,56,0
20,1,0,5,5,1,0,17480,203,68,0
19,3,1,7,4,1,1,18737,204,44,0
14,2,0,5,6,1,0,18318,216,52,1
53,1,0,3,6,0,0,17146,200,49,0
18,1,1,4,4,1,1,17336,215,57,1
14,0,0,7,4,1,0,18235,221,55,1
13,2,1,2,3,1,0,18007,202,55,0
15,5,1,7,6,1,1,18063,241,51,1
16,1,1,5,6,1,0,17219,228,43,1
17,7,1,9,7,1,0,16716,188,44,1
16,2,0,12,5,0,0,19713,200,64,1
14,6,1,9,4,0,0,19121,204,56,1
17,4,0,4,8,1,0,17848,228,59,0
18,2,0,9,6,0,0,18784,219,43,0
17,1,1,8,2,1,1,19173,233,50,1
16,2,1,5,3,0,0,16417,204,28,0
17,1,1,11,3,1,0,19659,232,49,1
15,2,1,10,12,0,0,17314,202,44,0
14,3,0,4,7,0,0,16196,198,41,0
16,0,0,8,6,1,0,19094,224,56,0
16,3,1,6,8,0,0,16369,204,34,0
16,6,0,1,4,0,0,18155,268,60,0
14,0,0,7,9,0,0,16530,181,36,0
22,5,1,12,7,1,0,17872,210,56,1
14,0,1,6,6,0,0,16563,188,44,0
17,3,1,11,3,1,0,18852,204,55,1
37,2,1,8,4,1,0,19715,206,71,1
19,2,0,3,6,1,1,16522,195,52,1
16,3,0,8,11,0,0,16354,201,40,0
16,2,1,7,9,2,1,14758,192,32,1
18,3,1,4,9,0,0,17126,225,44,1
16,0,1,4,10,0,0,15464,181,43,0
16,4,0,11,13,0,0,18165,178,50,1
30,3,0,8,6,0,0,18523,238,47,1
16,1,1,6,5,0,0,18838,222,50,0
16,5,0,7,4,0,0,17644,233,48,0
18,4,0,6,10,1,0,16415,206,45,0
16,2,0,7,9,0,0,17025,188,39,0
15,4,1,6,5,1,0,16193,191,43,0
14,4,1,8,5,1,0,19358,253,52,1
16,5,1,2,1,1,1,17160,227,56,0
18,3,1,7,5,1,0,17813,215,64,1
16,2,1,5,4,2,1,18505,226,64,1
13,3,1,3,2,1,0,17048,206,53,0
55,5,1,17,6,0,0,18469,194,51,1
14,1,1,4,4,0,0,16981,207,44,0
13,3,0,3,7,0,0,17102,210,64,0
31,1,1,3,4,1,1,18451,263,52,0
17,5,1,1,3,0,0,17418,266,45,0
29,5,1,10,4,1,1,19155,206,44,0
14,6,0,9,7,0,0,19393,227,44,1
18,2,1,13,2,1,0,20507,240,40,1
19,1,1,7,7,1,0,17819,200,55,0
20,5,1,7,1,0,0,19532,213,59,1
18,0,0,3,6,0,0,16898,204,48,0
20,6,1,9,2,0,0,18853,211,60,1
20,3,1,6,9,2,1,16649,195,48,1
16,1,0,6,7,0,0,18851,228,56,1
14,4,1,11,5,1,1,18502,192,44,0
17,2,0,4,10,0,0,16691,201,44,0
18,1,1,8,1,1,0,18559,247,50,1
18,1,0,4,5,0,0,17024,212,43,0
13,2,1,7,3,2,1,20248,252,73,1
17,2,1,2,4,1,1,17312,251,64,1
18,0,0,3,3,0,0,19375,269,64,1
22,3,1,8,6,0,0,18951,211,49,1
12,1,1,6,8,0,0,18074,203,65,1
13,0,0,5,10,0,0,12556,123,18,0
17,2,0,9,5,1,0,19083,221,40,0
19,3,1,4,9,1,0,17144,210,45,0
15,0,0,4,7,0,0,15538,184,32,0
83,3,1,10,7,0,0,19027,212,47,0
40,1,0,8,4,0,0,17513,176,43,0
29,0,1,5,4,0,0,16849,223,49,0
22,4,0,4,5,1,0,18728,256,56,1
16,5,1,4,2,1,1,16928,217,52,0
17,1,1,6,3,1,1,17431,223,36,1
17,3,0,8,3,2,1,18340,229,55,1
12,3,0,4,7,1,0,19051,210,83,0
16,2,0,7,6,0,0,17910,223,40,0
15,3,0,8,5,2,1,19502,237,59,0
15,2,1,9,6,1,0,19457,213,52,1
23,1,0,3,9,1,0,17644,201,72,0
24,3,1,5,11,0,0,17851,222,53,0
18,3,0,6,5,0,0,18596,225,46,1
17,1,1,4,8,0,0,18347,212,59,1
88,2,1,2,2,1,1,18312,224,48,0
12,2,1,4,6,0,0,17478,236,44,1
51,3,1,6,5,1,1,19397,257,40,0
14,2,1,8,10,1,1,18357,223,40,1
13,1,1,5,6,0,0,17878,221,51,0
15,1,0,6,9,0,0,18578,228,44,0
13,1,1,4,3,0,0,18608,248,52,1
20,2,0,3,10,1,0,15957,192,53,0
16,6,0,5,4,1,0,17708,174,66,1
19,1,1,7,4,0,0,18904,219,57,1
38,3,1,3,3,1,0,17402,201,54,1
16,2,0,5,5,1,0,18163,212,46,0
14,2,1,8,4,0,0,19471,247,64,1
53,6,1,4,3,0,0,18447,244,52,1
14,7,0,4,4,1,0,18679,239,64,0
13,3,1,10,6,1,1,19966,243,65,0
105,3,0,5,11,0,0,17334,202,63,0
20,3,1,6,7,1,0,18583,206,56,1
16,2,1,8,9,1,0,18439,185,70,0
16,3,0,3,2,1,0,17875,205,52,1
15,2,0,2,3,2,1,18140,246,56,1
14,2,1,5,2,1,1,20020,253,59,0
14,1,1,12,12,0,0,18333,199,37,0
13,2,1,8,10,1,0,18329,224,60,1
16,4,0,8,7,0,0,19266,228,55,1
18,4,0,7,6,0,0,18437,222,44,1
54,4,1,7,3,0,0,19684,233,53,1
16,6,1,4,8,0,0,15901,218,36,0
17,0,0,1,10,0,0,15464,177,48,0
12,1,1,8,5,1,0,19778,238,68,1
15,2,0,2,7,0,0,17597,219,64,0
13,3,0,6,8,1,1,17526,205,59,0
13,1,0,6,2,0,0,17834,218,48,0
15,0,0,3,5,0,0,18720,233,56,0
40,0,0,7,8,1,0,18464,202,59,0
14,2,0,4,8,0,0,17604,217,51,0
16,4,1,8,2,1,1,20413,219,63,0
41,1,1,7,3,1,0,20319,252,64,1
14,1,0,1,3,0,0,17175,205,64,0
66,2,1,8,8,0,0,17401,188,56,0
14,3,1,12,4,1,0,19808,210,50,1
17,2,0,6,4,1,0,17977,231,44,1
19,2,0,5,6,0,0,17153,224,40,0
14,0,0,5,9,0,0,17465,196,48,0
15,2,1,12,8,0,0,16827,189,32,0
19,4,1,6,10,0,0,17743,243,43,0
17,3,0,5,5,0,0,19148,235,67,1
20,3,0,4,10,1,0,16207,176,45,0
17,2,0,8,8,0,0,18848,243,52,1
11,2,1,8,3,1,0,18572,235,52,1
38,4,0,7,1,1,0,19215,238,55,1
18,2,0,3,11,0,0,15564,170,44,0
12,4,0,9,10,1,1,17841,196,36,1
15,2,1,8,2,0,0,18869,218,40,1
23,4,1,13,7,0,0,18607,217,52,1
41,2,0,5,5,0,0,16501,218,39,0
18,4,0,4,6,0,0,18589,237,52,1
16,4,0,4,6,0,0,16888,214,38,0
21,2,1,7,2,1,0,18156,232,36,1
16,3,0,8,6,1,0,18350,223,64,1
20,5,1,8,6,1,0,18132,232,47,0
13,3,0,1,3,0,0,17182,199,60,0
25,4,0,8,4,1,1,18682,231,52,0
20,3,1,5,5,0,0,19044,227,52,0
19,3,1,8,6,0,0,17390,199,68,1
30,2,1,7,3,1,1,19582,230,64,1
18,1,1,10,2,1,0,19673,251,60,1
15,3,1,4,2,1,0,17445,209,47,1
14,3,1,5,5,0,0,17400,242,35,1
19,5,0,8,7,0,0,17663,233,55,0
17,5,0,6,9,0,0,15649,199,48,0
14,2,0,2,9,0,0,16931,219,48,0
19,8,0,9,10,1,0,17791,211,44,0
28,1,0,9,10,1,1,18124,203,52,0
16,5,1,7,5,0,0,17099,231,39,1
14,7,1,3,5,1,1,18680,250,51,1
19,3,1,6,6,0,0,17209,207,45,0
18,1,1,5,6,0,0,18201,217,52,0
11,2,1,4,4,1,1,18558,239,56,1
58,3,0,9,7,1,0,18949,185,57,1
20,5,1,11,8,0,0,19066,225,44,1
18,4,0,4,3,1,0,17084,216,49,1
15,2,1,11,6,0,0,19145,220,60,1
17,2,0,5,8,0,0,17434,177,37,0
18,2,0,2,7,1,1,15002,160,56,0
14,3,1,10,4,0,0,21014,262,56,0
