1_Field name,2_Reservoir unit,5_Resource uncertainty,8_Country,10_Region,11_Basin name,15_Latitude,16_Longitude,18_Hydrocarbon type (main),32_Current status year,33_Current reservoir status,34_Current production stage,35_Well count (total all wells),38_Well count (total producer),46_Well count (current active producer),52_Well spacing (average) (ac),58_Production year (current),62_Production rate (current oil equivalent) (BOEPD),65_Water-cut (current) (%),66_Production year (peak),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,73_Water_Depth (ft),75_Temperature (original) (deg. F),76_Temperature depth (ft TVDSS),77_Pressure (original) (psi),78_Pressure depth (ft TVDSS),80_Pressure year (current),81_Pressure (current) (psi),82_Drive mechanism (main),111_Trapping mechanism (main),116_Depth to top reservoir (ft TVD),117_Reservoir top subsea depth (ft TVDSS),118_Structural flank dip (average) (deg.),135_Hydrocarbon column height (original total) (ft),149_Reservoir period,153_Depositional system (main),161_Reservoir architecture (main),163_Fluid flow restriction,170_Gross reservoir thickness (average) (ft),173_Net reservoir thickness (average) (ft),176_Net/gross ratio (average),179_Net pay (average) (m),182_Reservoir lithology (main),184_Grain_Size_Texture,189_Composition,199_Fracture reservoir type,200_Porosity type (main),204_Porosity (matrix average) (%),210_Permeability (air average) (mD),213_Permeability (well test average) (mD),218_API gravity (average) (deg. API),222_Specific gravity (gas average),225_Viscosity (oil average) (cp),230_Mobility index (average) (mD/cp),236_Oil_impurities (average),242_Methane (average) (%),243_Gas_impurities (average),252_GOR (initial average) (SCF/STB),255_Condensate yield (initial average) (BC/MMCFG),258_FVF (oil average) (RB/STB),263_Bubble point pressure (average) (psi),266_Pour point temperature (average) (deg. F),273_Formation water salinity (average) (mg/L),276_Water saturation (initial average) (%),293_Original in-place oil equivalent (MMBOE),300_EUR oil equivalent (MMBOE),301_Remaining EUR oil (MMBO),302_Remaining EUR gas (BCFG),304_Recovery factor (primary oil) (%),307_Recovery factor (ultimate oil) (%),308_Recovery factor (ultimate gas) (%),310_Recovery to date (of in-place oil) (%),311_Recovery to date (of in-place gas) (%),313_Recovery (best-fit ultimate oil) (%),314_Reservoir performance index (decimal fraction),315_EUR oil per production well (MMBO),319_Secondary recovery start date,320_Secondary recovery methods,324_EOR start date,325_EOR methods,333_Improved recovery methods (other),334_Improved recovery methods (drilling),335_Improved recovery methods (stimulation),336_Improved recovery methods (water injection optimization),337_Improved recovery methods (artificial lift),338_Improved recovery methods (sand control),339_Improved recovery methods (other reservoir management)
LINGUADO,LAGOA FEIA (COQUEIROS),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.7847,-40.8008,OIL,2005.0,PRIMARY RECOVERY,DECLINE,35.0,25.00,20.0,0.0,2005.0,4500.0,,1985.0,35288.0,OFFSHORE,340.0,186.0,9350.0,4394.0,9350.0,,,AQUIFER DRIVE,2111:LATERAL FACIES CHANGE,9040.0,9380.0,4.0,870.0,CRETACEOUS,15:LACUSTRINE CARBONATE,JIGSAW-PUZZLE,SHALELATERAL FACIES CHANGE/LATERAL DIAGENETIC CHANGE,,,0.29,67.97,CARBONATES,RUDSTONE,PELECYPOD,,MOLDIC,15.0,120.0,,30.0,,,,0.0,,0.0,920.0,,,3627.0,,,18.0,550.0,150.0,26.0,,27.0,27.0,,22.55,,,,6.0,,,,,ARTIFICIAL LIFT,,,,GAS LIFT,,
LINGUADO,MACAE (QUISSAMA),1P ,BRAZIL,LATIN AMERICA,CAMPOS,-22.7847,-40.8008,OIL,1990.0,PRIMARY RECOVERY,DECLINE,35.0,,8.0,0.0,1990.0,7106.0,,1985.0,9882.0,OFFSHORE,340.0,169.7030412932521,,3148.6099192964225,,,,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,5320.0,5660.0,,410.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,,,,,CARBONATES,PACKSTONE/GRAINSTONE,ONCOLITE,,INTERPARTICLE,20.0,250.0,,20.0,,,,0.0,,0.0,168.0,,,,,,18.0,168.0,30.0,,,18.0,18.0,,7.14,,,,,,,,,ARTIFICIAL LIFT,,,,,,
LISBON,LEADVILLE (REDWALL),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PARADOX,38.1983,-109.2767,OIL,2012.0,SECONDARY RECOVERY,MATURE,42.0,33.00,,160.0,2012.0,107.0,,1966.0,11067.0,ONSHORE,-6589.0,144.0,,2788.0,1184.0,,,GAS DRIVE,1211:TILTED FAULT-BLOCK,7290.0,700.0,10.0,1870.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE, NON-FRACTURED ZONE,410.0,225.0,0.55,68.58,CARBONATES,MUDSTONE/WACKESTONE/PACKSTONE,BRYOZOAN/CRINOID,TYPE IV,INTERCRYSTALLINE,5.5,22.0,,129.0,0.97,,,0.2,50.0,37.2,1200.0,31.0,,,,85000.0,39.0,91.2,50.9,0.2,,29.7,55.8,,55.59,,57.0,0.079,2.04,1962-08,GAS RECYCLING,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,RE-COMPLETION
LISBURNE,WAHOO (LISBURNE),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,NORTH SLOPE,70.2425,-148.3955,OIL,2010.0,SECONDARY RECOVERY,MATURE,110.0,85.00,22.0,160.0,2010.0,6016.0,50.0,1987.0,44381.0,ONSHORE,0.0,183.0,8900.0,4490.0,,2004.0,2550.0,GAS DRIVE,2211:REGIONAL SUBCROP,8400.0,8400.0,1.5,900.0,CARBONIFEROUS,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL DIAGENETIC CHANGE/NON-FRACTURED ZONE,700.0,122.0,0.18,37.19,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,TYPE III,MICROPOROSITY,10.0,1.05,,27.0,0.72,0.9,1.4,0.9,78.6,17.3,830.0,,1.39,4300.0,,11000.0,30.0,2300.0,170.0,12.7,,,9.4,,8.74,,,,2.0,1987,CONTINUOUS WATER INJECTION/GAS RECYCLING,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE)/ACID FRACTURING,,GAS LIFT,SLOTTED LINER,COILED TUBING TREATMENT
LITTLE KNIFE,MISSION CANYON,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,WILLISTON,47.2895,-103.0985,OIL,2012.0,SECONDARY RECOVERY,DECLINE,151.0,151.00,80.0,160.0,2012.0,1209.0,75.0,1979.0,15789.0,ONSHORE,-2508.0,220.0,7200.0,4750.0,7200.0,1984.0,750.0,GAS DRIVE,112:TRANSPRESSIONAL ANTICLINE,9676.0,7168.0,0.7,132.0,CARBONIFEROUS,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATE,465.0,24.0,0.05,,CARBONATES,MUDSTONE,BRACHIOPOD/CALCISPHERE/CORAL/CRINOID/ONCOLITE/OOLITE/PELOID/PISOLITE,TYPE II,INTERCRYSTALLINE,14.0,30.0,,41.0,,0.2,150.0,0.38,,0.0,1058.0,,1.77,2932.0,-35.0,290000.0,40.0,,,19.3,,,38.4,,30.79,,43.0,0.039,0.65,,,1980-12,MISCIBLE,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,ROD PUMP/GAS LIFT,,ADDITIONAL PERFORATION/RE-PERFORATION
LITTLE SAND DRAW,PHOSPHORIA (ERVAY),1P ,UNITED STATES OF AMERICA,NORTH AMERICA,BIG HORN,43.8,-108.3,OIL,2006.0,PRIMARY RECOVERY,MATURE,,30.00,13.0,20.0,2006.0,172.0,99.2,1981.0,3800.0,ONSHORE,-4780.0,142.0,1225.0,2375.0,1225.0,,,AQUIFER DRIVE,1112:FORELAND ANTICLINE,5830.0,1050.0,20.0,500.0,PERMIAN,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENON-FRACTURED ZONE,100.0,65.0,0.65,19.81,CARBONATES,PACKSTONE/GRAINSTONE,BRACHIOPOD/CRINOID,TYPE II,INTERCRYSTALLINE,15.0,2.6,550.0,36.0,,1.6,1.62,1.2,,0.0,93.0,,1.08,290.0,5.0,2000.0,10.0,,14.5,,,,,,,,,,,,,,,DRILLING/STIMULATION,INFILL WELL,ACIDIZATION,,,,
LIUBEI,WUMISHAN,1P ,CHINA,ASIA-PACIFIC,BOHAI,38.2892,116.0,OIL,2002.0,SECONDARY RECOVERY,MATURE,,72.00,50.0,40.0,2002.0,1841.0,88.6,1979.0,16700.0,ONSHORE,-33.0,253.0,10909.0,4772.0,10909.0,1990.0,4500.0,AQUIFER DRIVE,2212:PALEOSTRUCTURAL SUBCROP,10533.0,10500.0,18.0,820.0,PROTEROZOIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE, NON-FRACTURED ZONE/NON-KARSTIC ZONE,781.0,687.28,0.88,116.13,CARBONATES,MUDSTONE,,TYPE II,FRACTURE,3.2,5.45,156.0,37.0,0.87,2.9,1.87,20.35,,0.0,28.0,,,184.0,100.0,5350.0,,235.0,45.7,,,,19.4,,17.74,,,,,1978-10,CONTINUOUS WATER INJECTION,,,STIMULATION,,ACIDIZATION,,,,
LIUHUA 11-1,ZHUJIANG,1P ,CHINA,ASIA-PACIFIC,PEARL RIVER MOUTH,20.8219,115.6985,OIL,2005.0,PRIMARY RECOVERY,PRIMARY REJUVENATING,42.0,42.00,24.0,70.0,2005.0,19514.0,92.3,1996.0,44567.0,OFFSHORE,1020.0,126.0,3954.0,1819.0,3954.0,,,AQUIFER DRIVE,2121:ORGANIC BUILDUP,2825.0,3845.0,6.0,247.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,1562.0,,,39.93,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL/FORAMINIFERA,,MOLDIC/VUGGY,21.3,650.0,4000.0,20.0,0.6,65.0,10.0,4.35,73.0,0.0,45.0,,1.04,600.0,13.0,36873.0,46.0,1045.0,163.0,72.0,,15.6,15.6,,8.67,,,,3.88,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,HORIZONTAL WELL/MULTI-LATERAL WELL/EXTENDED REACH WELL,ACIDIZATION,,ESP,,SIDETRACKING/STEP-OUT DEVELOPMENT DRILLING
LOMA LA LATA,QUINTUCO,1P ,ARGENTINA,LATIN AMERICA,NEUQUEN,-38.3791,-68.7854,OIL,2006.0,PRIMARY RECOVERY,MATURE,,,,0.0,2006.0,,,2003.0,,ONSHORE,-1640.0,201.0,5905.0,5490.0,5905.0,,,GAS DRIVE,2211:REGIONAL SUBCROP,7710.0,6070.0,2.0,,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LABYRINTH, LATERAL FACIES CHANGE/SEALING FAULT,2130.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE,,INTRAPARTICLE,5.0,0.1,,43.0,0.68,0.94,0.1,0.0,,0.0,,,,2780.0,,170000.0,,,,,,,,,,,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
LUCONIA F6,CYCLE IV-V,1P ,MALAYSIA,ASIA-PACIFIC,SARAWAK,4.6403,112.3038,GAS,2007.0,PRIMARY RECOVERY,MATURE,19.0,13.00,,58.0,,,,,,OFFSHORE,280.0,142.0,3793.0,2190.0,4101.0,,,GAS DRIVE,2121:ORGANIC BUILDUP,3220.0,3500.0,15.0,855.0,NEOGENE,13:ORGANIC BUILDUP,LAYER-CAKE,TIGHT CARBONATENONE,2200.0,,,,CARBONATES,PACKSTONE/GRAINSTONE/BOUNDSTONE,ALGAE/CORAL/FORAMINIFERA,,MOLDIC/VUGGY,28.0,300.0,,0.0,,,,0.0,87.8,0.0,,5.0,,,,,12.0,1167.0,824.0,,600.0,,,69.0,,60.0,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,RE-COMPLETION/SELECTIVE PERFORATION/WATER PLUGGING
MABEE,SAN ANDRES,1P ,UNITED STATES OF AMERICA,NORTH AMERICA,PERMIAN,32.226,-102.23,OIL,2011.0,SECONDARY RECOVERY,DECLINE,785.0,613.00,,20.0,1981.0,1756.0,,1980.0,11060.0,ONSHORE,-3000.0,106.0,1710.0,1995.0,1710.0,1978.0,510.0,GAS DRIVE,2111:LATERAL FACIES CHANGE,4680.0,1680.0,0.5,200.0,PERMIAN,12:HIGH-ENERGY CARBONATE SAND,JIGSAW-PUZZLE,TIGHT CARBONATELATERAL FACIES CHANGE,400.0,,,15.24,CARBONATES,GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE/MICROPOROSITY,10.5,8.0,,32.0,0.93,3.27,2.44,2.0,49.8,8.5,117.0,,1.08,347.0,,48000.0,29.0,432.0,131.0,4.0,,,30.3,,29.4,,31.0,0.017,0.21,1953,CONTINUOUS WATER INJECTION/GAS RECYCLING,1992,MISCIBLE,DRILLING/STIMULATION/ARTIFICIAL LIFT,INFILL WELL/HORIZONTAL WELL,ACIDIZATION,,ROD PUMP,,
MACHAR,CHALK GROUP,1P ,UNITED KINGDOM,EUROPE,NORTH SEA CENTRAL,57.0833,2.0833,OIL,2007.0,SECONDARY RECOVERY,DECLINE,,7.00,7.0,240.0,2007.0,10495.0,,1999.0,36192.0,OFFSHORE,278.87,190.0,4265.0,3190.0,4100.0,,,GAS DRIVE,1151:SALT-DIAPIR ANTICLINE,3812.34,4091.21,52.0,4495.0,CRETACEOUS,14:FORESLOPE-BASIN,LAYER-CAKE, NON-FRACTURED ZONE,574.0,459.2,0.8,,CARBONATES,,COCCOLITH,TYPE III,MICROPOROSITY,22.0,0.2,,41.0,,0.4,0.5,0.13,,0.0,877.0,,1.45,3160.0,,17500.0,,439.0,135.0,,,,31.0,,18.97,,,,,1998-10,CONTINUOUS WATER INJECTION,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,EXTENDED REACH WELL,ACIDIZATION,,GAS LIFT,,SELECTIVE PERFORATION/SHUT-IN WELL REOPEN/WATER CONING CONTROL
MADURA MDA,PACIRAN (MADURA LIMESTONE),3P ,INDONESIA,ASIA-PACIFIC,JAVA EAST,-7.3261,114.5577,GAS,2012.0,APPRAISAL,,4.0,,,0.0,,,,,,OFFSHORE,330.0,135.66313600496815,,1553.0581602587683,,,,,113:INVERSION ANTICLINE,2554.0,2884.0,,702.0,NEOGENE,14:FORESLOPE-BASIN,, LATERAL FACIES CHANGE,,,,,CARBONATES,WACKESTONE/PACKSTONE/GRAINSTONE,PLANKTONIC FORAMINIFERA,,INTRAPARTICLE,30.0,100.0,,0.0,,,,0.0,,0.0,,,,,,,,512.0,310.0,,,,30.0,80.0,,,,,,,,,,,,,,,,
MAJNOON,MISHRIF,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.083,47.656,OIL,2009.0,DEVELOPING,DEVELOPING,,,,0.0,2009.0,,,,,ONSHORE,-33.0,200.7155363498232,,4602.257942714676,,,,,1151:SALT-DIAPIR ANTICLINE,7840.0,7808.0,5.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,LAYER-CAKE,TIGHT CARBONATELATERAL FACIES CHANGE,796.0,636.8,0.8,,CARBONATES,PACKSTONE/GRAINSTONE,FORAMINIFERA/RUDIST/PELOID,,INTERPARTICLE,14.0,70.0,,20.0,,,,0.0,,0.0,80.0,,,,,,22.0,20400.0,6500.0,,,,32.0,,,,,,,,,,,,,,,,,
MAJNOON,YAMAMA,1P ,IRAQ,MIDDLE EAST,MESOPOTAMIAN,31.083,47.656,OIL,2009.0,DEVELOPING,DEVELOPING,,,,0.0,2009.0,,,,,ONSHORE,-33.0,104.2322183960465,,79.7974254134433,,,,,1151:SALT-DIAPIR ANTICLINE,,,5.0,,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,,TIGHT CARBONATELATERAL FACIES CHANGE,1110.0,,,,CARBONATES,PACKSTONE/GRAINSTONE,OOLITE/PELOID,,INTERPARTICLE,16.5,40.0,,34.0,,,,0.0,,0.0,420.0,,,,,,,8700.0,2800.0,,,,32.0,,,,,,,,,,,,,,,,,
MALAMPAYA,NIDO,1P ,PHILIPPINES,ASIA-PACIFIC,PALAWAN NORTHWEST,11.65,118.9,GAS-CONDENSATE,2009.0,DEVELOPING,DEVELOPING,13.0,9.00,5.0,1000.0,2002.0,66340.0,,,,OFFSHORE,2700.0,257.0,10932.0,4800.0,10932.0,,,GAS DRIVE,2121:ORGANIC BUILDUP,6100.0,8800.0,,2257.0,NEOGENE/PALEOGENE,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, NON-FRACTURED ZONE,,,,,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,VUGGY/MICROPOROSITY,12.0,2.4,,29.4,,,,0.0,,4.05,,33.0,,,,,,,548.0,28.07,2423.0,,11.2,,0.72,,,,,,,,,DRILLING,HORIZONTAL WELL,,,,,
MALOICH,M11,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN WESTERN,56.8172,78.4836,OIL,1991.0,SECONDARY RECOVERY,DECLINE,,,9.0,0.0,1991.0,4800.0,,1990.0,5000.0,ONSHORE,-427.0,216.0,8923.88,4177.0,8923.88,,,AQUIFER DRIVE,2221:BURIED-HILL,9120.73,8694.23,3.0,360.89,DEVONIAN,13:ORGANIC BUILDUP,JIGSAW-PUZZLE, LATERAL FACIES CHANGE/NON-FRACTURED ZONE,,65.62,,20.0,CARBONATES,,,TYPE II,VUGGY/CAVERNOUS,10.0,0.8,2.5,37.0,,5.7,0.13,4.7,,0.0,373.0,,,,,,,,36.1,,,,,,,,,,,1992,CONTINUOUS WATER INJECTION,,,,,,,,,
MALOSSA,DOLOMIA PRINCIPALE-ZANDOBBIO,1P ,ITALY,EUROPE,PO,45.5061,9.5583,GAS-CONDENSATE,1992.0,ABANDONED,,13.0,10.00,,60.0,1987.0,1600.0,,1979.0,25306.0,ONSHORE,-413.0,311.0,19127.0,15179.0,19127.0,1992.0,11380.0,AQUIFER DRIVE,1111:THRUST ANTICLINE,16748.0,16335.0,30.0,2694.0,JURASSIC/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,LABYRINTH, NON-FRACTURED ZONE,,,,298.71,CARBONATES,PACKSTONE/GRAINSTONE,INTRACLAST/OOLITE,TYPE II,VUGGY,3.0,21.0,50.0,53.0,0.5,,,0.04,79.0,1.3399999999999999,,187.0,,,,14000.0,45.0,,59.5,,0.0,,,,,,,,,,,,,OTHER RESERVOIR MANAGEMENT,,,,,,CORROSION INHIBITOR TREATMENT
MANSURI,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,,,0.0,2007.0,,,2006.0,100000.0,ONSHORE,-40.0,180.0,7447.0,3490.0,7447.0,,,AQUIFER DRIVE,1112:FORELAND ANTICLINE,7094.0,7054.0,5.0,387.0,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE, NON-FRACTURED ZONE,427.0,226.31,0.53,61.88,CARBONATES,MEDIUM-GRAINED SAND/COARSE-GRAINED SANDWACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE IV,INTERCRYSTALLINE,24.0,,,30.0,,1.18,,2.2,,0.0,450.0,,1.53,2155.0,,,,3300.0,1300.0,,,,39.4,,,,,,,,,,,STIMULATION/SAND CONTROL/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,EXPANDABLE SAND SCREEN,RE-COMPLETION
MANSURI,ILAM,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,,,0.0,2007.0,,,,,ONSHORE,-40.0,225.0,10459.0,5660.0,10459.0,,,GAS DRIVE,1112:FORELAND ANTICLINE,10211.0,10170.0,8.0,1270.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,328.0,213.2,0.65,64.92,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,13.0,0.8,,22.0,,,,4.1,,0.0,340.0,,1.25,1325.0,,,37.0,9034.0,723.0,,,,8.0,,,,,,,,,,,STIMULATION,,ACIDIZATION,,,,
MANSURI,SARVAK 1,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,,,0.0,2007.0,,,,,ONSHORE,-40.0,235.0,11361.0,5750.0,11361.0,,,GAS DRIVE,1112:FORELAND ANTICLINE,10703.0,10633.0,8.0,1237.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,820.0,615.0,0.75,185.0,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,9.0,0.2,,25.0,,,,2.4,,0.0,340.0,,1.25,,,,28.0,5582.0,447.0,,,,8.0,,,,,,,,,,,STIMULATION,,ACIDIZATION,,,,
MANSURI,SARVAK 2,1P ,IRAN,MIDDLE EAST,ZAGROS,30.8833,48.8333,OIL,2007.0,DEVELOPING,DEVELOPING,,,,0.0,2007.0,,,,,ONSHORE,-40.0,244.0,12361.0,6220.0,12361.0,,,GAS DRIVE,1112:FORELAND ANTICLINE,11851.0,11811.0,8.0,886.0,CRETACEOUS,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,TIGHT CARBONATENONE,632.0,366.56,0.58,110.03,CARBONATES,WACKESTONE/PACKSTONE,,TYPE III,MICROPOROSITY,9.0,,,25.5,,,,0.0,,0.0,340.0,,1.25,,,,28.0,3201.0,256.0,,,,8.0,,,,,,,,,,,STIMULATION,,ACIDIZATION,,,,
MARA,LA LUNA-COGOLLO,1P ,VENEZUELA,LATIN AMERICA,MARACAIBO,10.8861,-71.8913,OIL,2006.0,PRIMARY RECOVERY,MATURE,,,,0.0,2006.0,6490.0,,1950.0,79000.0,ONSHORE,-45.0,166.62640487890974,,4345.0,9000.0,1956.0,2100.0,GAS DRIVE,125:WRENCH-FAULT FLOWER STRUCTURE,5070.0,5030.0,15.0,6000.0,CRETACEOUS,12:HIGH-ENERGY CARBONATE SAND,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,1750.0,,,,CARBONATES,GRAINSTONE,ONCOLITE/OOLITE,TYPE II,INTERPARTICLE/MOLDIC,2.0,0.1,,29.0,,,,5.0,,0.0,690.0,,,,,97500.0,,,420.0,,,,,,,,,,,,,,,STIMULATION/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION,,,,COILED TUBING TREATMENT
MARKOVO,OSA,1P ,RUSSIAN FEDERATION,FORMER SOVIET UNION,SIBERIAN EASTERN,57.4375,107.3058,OIL,2010.0,DEVELOPING,DEVELOPING,,,,0.0,2010.0,400.0,,2008.0,600.0,ONSHORE,-2000.0,92.0,7070.0,3983.0,7070.0,,,AQUIFER DRIVE,1142:BASEMENT-DRAPE ANTICLINE,7964.0,5964.0,1.0,,CAMBRIAN,11:LOW-ENERGY CARBONATE MUD,JIGSAW-PUZZLE,TIGHT CARBONATENON-FRACTURED ZONE/NON-KARSTIC ZONE,221.0,,,,CARBONATES,MUDSTONE/WACKESTONE,,TYPE II,VUGGY,4.0,,,42.0,0.76,,,1.9200000000000002,75.3,2.4,1580.0,,1.9,3156.0,,,44.0,,10.0,,,,,,,,,,,,,,,STIMULATION,,ACIDIZATION/HYDRAULIC FRACTURING (SINGLE STAGE),,,,
MASJID-I-SULEIMAN,ASMARI,1P ,IRAN,MIDDLE EAST,ZAGROS,32.0,49.3,OIL,2004.0,PRIMARY RECOVERY,MATURE,240.0,121.00,,0.0,,4300.0,,1934.0,118000.0,ONSHORE,-1300.0,102.0,,850.0,,2004.0,450.0,GAS DRIVE,1111:THRUST ANTICLINE,2000.0,640.0,,984.0,NEOGENE/PALEOGENE,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITENON-FRACTURED ZONE,1075.0,688.0,0.64,209.7,CARBONATES,WACKESTONE/PACKSTONE,ALGAE/FORAMINIFERA,TYPE II,FRACTURE,13.0,0.25,,38.0,,3.5,0.07,1.3,84.4,5.0,231.0,,,740.0,,282000.0,30.0,5300.0,1385.0,270.0,,,26.0,,21.04,,,,11.45,,,,,DRILLING/ARTIFICIAL LIFT,HORIZONTAL WELL,,,ESP/GAS LIFT,,
MATZEN,HAUPTDOLOMITE (SCHONKIRCHEN UBERTIEF),1P ,AUSTRIA,EUROPE,VIENNA,48.3942,16.7161,GAS,2001.0,SECONDARY RECOVERY,MATURE,,,,0.0,2001.0,,,,,ONSHORE,-610.0,347.0,19685.0,8558.0,15748.0,,,GAS DRIVE,1111:THRUST ANTICLINE,16030.0,15420.0,18.0,4616.0,TRIASSIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,2953.0,,,299.93,CARBONATES,MUDSTONE,,TYPE II,FRACTURE,3.8,2.0,,30.0,,,,0.0,,2.1,,,,,,,23.0,,,,,,,,,,,,,,,,,DRILLING/STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,,,,,
MATZEN,HAUPTDOLOMITE-BOCKFLIESS BEDS,1P ,AUSTRIA,EUROPE,VIENNA,48.3942,16.7161,OIL,2001.0,SECONDARY RECOVERY,MATURE,,,,0.0,2001.0,,,1970.0,14000.0,ONSHORE,-610.0,217.0,9514.0,4300.0,9514.0,1994.0,3749.0,AQUIFER DRIVE,1162:BURIED-PALEORELIEF COMPACTION ANTICLINE,8960.0,8350.0,,788.0,NEOGENE/CRETACEOUS/TRIASSIC,11:LOW-ENERGY CARBONATE MUD,TANK LIKE,BLOCK-BOUNDING FAULTNON-FRACTURED ZONE,623.0,,,,CARBONATES,CONGLOMERATEMUDSTONE,,TYPE II,VUGGY,4.0,5.0,1000.0,30.0,,1.3,3.84,0.0,,0.0,382.0,,,,,101000.0,,139.0,64.0,,,,46.0,,40.29,,,,,,CONTINUOUS WATER INJECTION/GAS INJECTION,,,,,,,,,
MAYDAN MAHZAM,ARAB C,1P ,QATAR,MIDDLE EAST,RUB AL KHALI,25.6,52.55,OIL,2009.0,SECONDARY RECOVERY,MATURE,,,41.0,0.0,2009.0,30300.0,,1971.0,167283.0,OFFSHORE,115.0,206.0,7200.0,3630.0,7200.0,1976.0,2980.0,AQUIFER DRIVE,1151:SALT-DIAPIR ANTICLINE,6661.0,6776.0,7.0,914.0,JURASSIC,11:LOW-ENERGY CARBONATE MUD,LAYER-CAKE,EVAPORITESEALING FAULT,80.0,55.0,0.69,16.76,CARBONATES,PACKSTONE/GRAINSTONE,,,MOLDIC/VUGGY,25.0,600.0,,38.0,,0.43,1395.34,1.3,,0.0,657.0,,1.41,1772.0,,245000.0,,2300.0,1265.0,246.0,,,55.0,,44.3,,,,32.0,1967,DUMP FLOOD,,,STIMULATION/ARTIFICIAL LIFT/OTHER RESERVOIR MANAGEMENT,,ACIDIZATION/ACID FRACTURING,,GAS LIFT,,ACID WASH/FLOWING RATE CONTROL
